r_mm,Delta_t_film_rel_um,d_mirror_rel_um,d_mirror_abs_um,GD_film_fs,GD_mirror_fs,GD_total_fs,phi_total_wrapped_rad
0.31,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.312,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.314,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.316,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.318,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.32,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.322,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.324,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.326,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.328,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.33,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.332,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.334,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.336,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.338,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.34,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.342,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.34400000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.34600000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.34800000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.35000000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.352,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.354,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.356,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.358,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.36,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.362,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.364,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.366,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.368,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.37,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.372,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.374,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.376,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.378,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.38,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.382,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.384,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.386,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.388,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.39,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.392,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.394,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.396,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.398,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.4,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.402,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.404,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.406,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.40800000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.41000000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.41200000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.41400000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.41600000000000004,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.418,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.42,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.422,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.424,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.426,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.428,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.43,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.432,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.434,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.436,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.438,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.44,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.442,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.444,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.446,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.448,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.45,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.452,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.454,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.456,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.458,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.46,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.462,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.464,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.466,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.468,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.47000000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.47200000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.47400000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.47600000000000003,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.47800000000000004,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.48,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.482,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.484,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.486,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.488,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.49,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.492,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.494,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.496,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.498,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.502,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.504,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.506,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.508,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.51,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.512,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.514,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.516,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.518,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.52,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.522,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.524,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.526,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.528,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.53,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.532,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.534,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.536,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.538,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.54,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.542,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.544,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.546,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.548,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.55,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.552,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.554,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.556,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.558,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.56,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.562,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5640000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5660000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5680000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5700000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5720000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5740000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.5760000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.578,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.58,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.582,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.584,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.586,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.588,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.59,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.592,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.594,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.596,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.598,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.602,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.604,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.606,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.608,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.61,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.612,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.614,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.616,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.618,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.62,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.622,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.624,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.626,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.628,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.63,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.632,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.634,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.636,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.638,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.64,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.642,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.644,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.646,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.648,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.65,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.652,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.654,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.656,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.658,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.66,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.662,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.664,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.666,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.668,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.67,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.672,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.674,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.676,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.678,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.68,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.682,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.684,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.686,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6880000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6900000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6920000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6940000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6960000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.6980000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.7000000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.7020000000000001,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.704,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.706,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.708,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.71,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
0.712,0.0,-0.0,271.0887417218542,0.0,-0.0,0.0,0.0
